id_bien,date_vente,valeur_bien,numero_voie,b_t_q,FK_id_type_voie,nom_voie,FK_id_commune,FK_id_type_bien,nbr_pieces,surface_terrain,surface_reelle,surface_carrez
1,2020-02-03,56000.00,190,A,0,CENTRALE,0,2,2,,52,50.42
2,2020-01-02,165000.00,347,,0,DU CHATEAU,1,2,3,,48,48.22
3,2020-01-08,720000.00,58,,1,DU MONT BLANC,2,2,6,,130,130.8
4,2020-01-06,429250.00,140,,0,DE L'ABBE JOLIVET,3,1,5,,109,109.22
5,2020-01-07,220900.00,39,,0,BUFFON,4,2,4,,91,108.65
6,2020-01-21,42000.00,28,,1,JEAN FALCONNIER,5,2,2,,32,31.65
7,2020-01-07,262000.00,8,,0,DE GENEVE,6,2,2,,52,52.58
8,2020-01-08,190000.00,2,,0,DU RECULET,6,2,2,,60,58.71
9,2020-01-16,563130.00,1403,,0,JEAN DE GINGINS,2,1,4,,96,93.23
10,2020-01-17,535000.00,226,,2,DES CAPUCINES,6,1,5,,117,117
11,2020-01-16,330000.00,276,,3,DE POUGNY,3,2,2,,36,35.6
12,2020-01-27,110600.00,79,,4,DE VERDUN,7,2,5,,137,138.03
13,2020-01-30,50000.00,77,B,0,DU COMMERCE,8,2,2,,43,42
14,2020-01-09,212000.00,240,,0,DE PRE BAILLY,9,2,2,,45,45.36
15,2020-01-15,160000.00,3,,0,TURENNE,4,2,4,,84,82.6
16,2020-01-20,561550.00,44,,2,DU SQUARE DE LAUSANNE,2,2,4,,88,88.11
17,2020-01-28,358000.00,59,,0,ALEXANDRE BERARD,10,2,6,,143,164.87
18,2020-01-22,220000.00,282,,5,DES LONGES RAYES,11,2,2,,42,42.2
19,2020-01-27,79300.00,54,,6,GRANDE RUE,12,2,3,,65,68.11
20,2020-01-06,285000.00,1,,0,DE GEX,13,2,3,,75,82.59
21,2020-01-27,123100.00,17,,7,LES JARDINS DE CHEVRY,1,2,1,,30,30.23
22,2020-01-16,107500.00,329,,0,DES CARPIERES,14,2,1,,25,24.8
23,2020-01-30,128810.00,369,,1,CHARLES DE GAULLE,15,2,2,,52,52.6
24,2020-02-05,31000.00,154,,0,SUR LA VIGNETTE,16,2,3,,88,91.69
25,2020-01-21,125000.00,6,,0,DES USINIERS,9,2,1,,45,45.54
26,2020-01-31,285000.00,2,,0,DU JURA,6,2,3,,83,84.24
27,2020-02-03,140500.00,54,,0,MARCEL DEMIA,10,2,3,,68,68.23
28,2020-01-27,101050.00,269,,5,DE CHARIGNIN,17,2,3,,64,62.03
29,2020-01-31,530000.00,322,,0,DE BRETIGNY,18,1,4,,109,112.93
30,2020-01-29,486415.00,132,,2,DES HETRES,6,2,4,,133,131.91
31,2020-01-28,185000.00,80,,0,DE MEYRIN,13,2,3,,63,63.58
32,2020-01-16,131376.00,4,,0,DE LA MAIRIE,5,2,3,,50,35.86
33,2020-01-23,155000.00,79,,6,GRANDE RUE DE BULLIEZ,15,2,3,,74,70.09
34,2020-01-31,150000.00,8,,0,DE LA BIENNE,19,2,4,,121,200
35,2020-02-03,67000.00,29,,0,REINE CLOTILDE,10,2,2,,62,54.84
36,2020-01-13,114000.00,3,,0,STE MARIE,17,2,4,,73,72.75
37,2020-02-07,143850.00,956,,3,DE BOURG,15,1,2,,88,94.09
38,2020-01-23,237900.00,1,,1,DU BIJOU,13,2,3,,71,71.08
39,2020-01-24,425000.00,58,,5,DE LA PLANCHE BRULEE,13,1,4,,101,97.03
40,2020-02-06,220000.00,211,,0,CHANTEPIE,20,2,2,,45,44.48
41,2020-02-07,55000.00,25,,0,DE LA ROCHE SAMUEL,21,2,2,,63,64.21
42,2020-02-07,164665.00,25,,0,DE LA COMMUNE 1871,10,1,3,,68,70.1
43,2020-02-10,89000.00,6,,8,DE LA TOUR,22,2,4,,90,76.7
44,2020-02-06,475150.00,91,,5,DE LA PLANCHE BRULEE,13,2,4,,120,133.77
45,2020-02-12,132500.00,3,,0,DU DOCTEUR GREZEL,23,2,5,,106,107.61
46,2020-02-05,68000.00,28,,0,DU DOC CHARCOT,24,2,2,,43,42.78
47,2020-01-30,570840.00,312,,0,DES TERRASSES,25,1,5,,120,124.55
48,2020-02-03,135700.00,10,,0,AMPERE,7,2,2,,67,68.11
49,2020-02-05,62500.00,1,,0,GERARD DE NERVAL,26,2,3,,68,70.78
50,2020-02-03,332500.00,10,,0,DES HAUTAINS,6,2,5,,112,112.3
51,2020-02-07,428000.00,102,,9,DU NEUTRINO,20,1,4,,95,95.43
52,2020-01-28,210000.00,84,,0,DE MEYRIN,13,2,3,,63,63.45
53,2020-02-12,50000.00,115,,0,MASONOD,27,2,4,,75,77.3
54,2020-01-28,592487.00,812,,0,DES VERTES CAMPAGNES,9,1,6,,160,164.18
55,2020-02-10,295000.00,26,,5,DE LA PLANCHE BRULEE,13,2,3,,67,66.95
56,2020-02-12,133000.00,2,,0,DE CHAMP FUSY,6,2,1,,31,30.62
57,2020-01-29,580450.00,53,,2,DES PRUNUS,6,2,5,,166,165.92
58,2020-02-20,105500.00,541,,0,DES MONTS JURA,28,2,2,,56,51.99
59,2020-02-04,152900.00,386,,5,DES SOUPIRS,17,2,3,,63,63.17
60,2020-02-05,352300.00,663,,3,BLANCHE,14,2,3,,88,84.97
61,2020-02-17,215000.00,377,,0,DES ABATTOIRS,9,2,4,,87,88.7
62,2020-02-14,128460.00,60,,2,DES FRERES CAUDRON,10,2,2,,51,50.64
63,2020-02-14,90500.00,86,,0,DE LA REPUBLIQUE,4,2,1,,39,38
64,2020-02-11,305500.00,148,,10,DU SAUGY,18,2,3,,71,70.53
65,2020-02-18,430000.00,77,J,7,CLOS CHAMP VRILLARD,11,1,6,,143,105.68
66,2020-02-04,152470.00,27,,11,DE L EGLISE,9,2,3,,53,46.12
67,2020-02-13,55000.00,5,,12,DE L EGLISE,15,2,2,,39,37.63
68,2020-02-18,465660.47,94,,2,SIMON VAN DER MEER,20,2,4,,89,87.38
69,2020-02-12,167550.00,242,,0,DE PRE BAILLY,9,2,2,,50,50.33
70,2020-02-11,212862.00,8,,3,DE DIVONNE,29,2,4,,136,134.17
71,2020-02-19,54000.00,24,,0,LAMARTINE,4,2,3,,62,47.65
72,2020-02-14,390000.00,88,,0,DU PETIT CHAMP,25,1,4,,102,99.13
73,2020-02-24,160000.00,27,,0,DES VERGERS,25,2,2,,43,43.42
74,2020-02-25,156580.00,250,,0,DES FRENES,30,1,4,,83,83.6
75,2020-02-18,129258.00,13,,0,JEAN MONNET,10,2,2,,55,54.65
76,2020-02-28,210000.00,2,,0,DE LA BATISSE,10,2,3,,81,81.15
77,2020-02-17,189350.00,33,,0,DE GENEVE,6,2,3,,56,53.43
78,2020-02-21,310000.00,30,,0,DE VERSOIX,13,2,3,,75,74.85
79,2020-02-25,435000.00,322,,0,DE BRETIGNY,18,1,4,,90,90.33
80,2020-02-20,505000.00,923,,3,DE MURY,31,1,4,,86,99.39
81,2020-02-25,442100.00,77,,0,LA PIECE,1,1,5,,118,123.16
82,2020-02-17,506000.00,103,,9,DU NEUTRINO,20,1,5,,110,110.13
83,2020-02-12,292000.00,33,,9,DU NEUTRINO,20,2,3,,70,71.43
84,2020-03-03,200000.00,75,,0,DES VERGERS,25,2,3,,56,56.02
85,2020-02-27,315800.00,27,,3,DE CESSY,32,2,4,,85,85.12
86,2020-02-28,167000.00,60,,0,DE SAVOIE,4,2,4,,74,75
87,2020-02-25,640000.00,90,,0,DE LAUSANNE,2,2,4,,133,135.68
88,2020-02-28,74000.00,72,,0,DE LA REPUBLIQUE,10,2,2,,33,35.59
89,2020-03-04,232550.00,198,,3,DE VOUVRAY,4,2,3,,63,62.38
90,2020-03-04,90000.00,198,,3,DE VOUVRAY,4,2,4,,100,92.04
91,2020-03-09,282000.00,786,,1,DES VOIRONS,2,2,2,,46,46.05
92,2020-03-03,152000.00,256,,1,DE BELLE FERME,9,2,2,,34,34.56
93,2020-03-17,164000.00,1143,,0,CLAIRES FONTAINES,33,2,2,,43,43.23
94,2020-03-05,389500.00,40,,0,VICTOR HUGO,13,1,4,,80,83.82
95,2020-03-11,43000.00,150,,0,DE LA REPUBLIQUE,17,2,2,,39,38.67
96,2020-02-28,139130.00,14,,0,CASTELLION,7,2,3,,92,88
97,2020-03-11,229100.00,38,,1,DE VESSY,13,2,2,,57,56.96
98,2020-03-10,222450.00,256,,1,DE BELLE FERME,9,2,3,,55,55.4
99,2020-03-16,147500.00,36,,0,DES APOTRES,10,2,2,,79,74.72
100,2020-03-10,440000.00,91,,8,GRAND' RUE,34,2,6,,190,295.21
101,2020-03-02,495000.00,88,,0,DE LA PIERRE,31,1,3,,170,222.97
102,2020-03-11,510000.00,223,,0,DES PRALETS,18,2,4,,113,113.52
103,2020-03-27,170000.00,232,,0,DE LA ROCHETTE,35,2,4,,127,127.2
104,2020-03-03,251500.00,3,A,0,GEORGES CHARPAK,6,2,2,,49,47.6
105,2020-03-19,98000.00,9,,0,DE LA FLAUDIERE,36,2,3,,74,65.29
106,2020-03-25,132300.00,392,,3,DE VOUVRAY,4,2,4,,83,81.24
107,2020-03-10,126000.00,5186,,8,MATAFELON,37,2,2,,32,42.89
108,2020-03-16,131500.00,8,,0,GEORGES MARIN,4,2,3,,69,69.66
109,2020-03-12,266960.00,6066,,0,DES BATTOIRS,25,2,3,,69,69.65
110,2020-03-31,114500.00,1,,13,CHARLES DE GAULLE,7,2,3,,64,64.44
111,2020-03-11,181970.00,54,,0,ANTOINE JACQUET,4,2,4,,88,88.83
112,2020-03-19,70000.00,5208,,8,LE BULOZ,38,2,3,,35,35.3
113,2020-04-01,45000.00,7,,0,DU DOCTEUR GREZEL,23,2,2,,40,45.5
114,2020-04-07,375000.00,247,,5,DE PRE DE PLANCHE,20,1,4,,77,73.77
115,2020-03-18,247000.00,120,B,5,DU MARTINET,11,2,3,,67,67.94
116,2020-03-16,16300.00,12,,0,DU MURET,7,2,1,,30,22.2
117,2020-03-16,60000.00,47,,0,DU CHANE,39,2,2,,48,48.38
118,2020-03-31,164000.00,1,,0,JOLIOT CURIE,4,2,2,,56,56.65
119,2020-03-17,93585.00,15,,5,DU LAVOIR,33,2,2,,32,32.27
120,2020-04-03,210000.00,68,,0,DES USINIERS,9,2,4,,68,61.54
121,2020-03-14,120000.00,5001,,2,HONORE DE BALZAC,17,1,4,,80,82.37
122,2020-04-10,50000.00,9,,0,DES FRERES SERPOLLET,5,2,3,,53,53.81
123,2020-04-03,174850.00,231,,0,DE LA RABOUDIERE,40,2,3,,71,71.8
124,2020-04-22,223905.00,80,,0,DE MEYRIN,13,2,3,,63,63.54
125,2020-04-15,540000.00,20,,8,HAMEAU DES CHENES,25,1,6,,102,101.52
126,2020-04-15,230000.00,47,,5,DES ECOLIERS,2,2,2,,42,51.7
127,2020-04-08,445000.00,48,,0,DE GENEVE,13,2,4,,115,114.17
128,2020-04-27,44000.00,40,,10,DES PISTES,28,2,2,,21,21.48
129,2020-04-09,145900.00,4,,10,DU PEGAN,13,2,1,,36,36.21
130,2020-04-22,57000.00,4,,12,DE L HOTEL DE VILLE,36,2,2,,48,44.24
131,2020-04-21,138000.00,76,,0,COLONEL XAVIER RENDU,4,2,2,,54,54.7
132,2020-04-09,190000.00,18,,1,FRANCIS BLANCHARD,9,2,2,,54,51
133,2020-03-16,182000.00,711,,0,DES MORAINES,1,2,2,,41,42.92
134,2020-03-26,271000.00,120,B,5,DU MARTINET,11,2,3,,67,68.08
135,2020-04-28,114400.00,35,,0,BUFFON,4,2,3,,69,70.15
136,2020-04-29,98000.00,20,,0,PARMENTIER,4,2,2,,56,57.23
137,2020-04-17,505000.00,461,,0,JEAN-JACQUES ROUSSEAU,6,2,5,,131,132.16
138,2020-04-24,289150.00,114,,0,DU CONTE DES PERMISSIONS,2,2,2,,63,58.62
139,2020-04-29,104000.00,38,B,0,JOSEPH MARION,4,2,3,,60,61.89
140,2020-04-30,245000.00,242,,0,DES VERTES CAMPAGNES,9,2,3,,105,92.45
141,2020-05-06,115000.00,44,,0,PASTEUR,15,2,3,,71,71.29
142,2020-05-07,483800.00,34,,0,DES ECOLES,6,1,5,,101,138.05
143,2020-05-07,185000.00,183,,0,DU VIEUX BOURG,14,2,1,,30,45.12
144,2020-05-07,188000.00,54,B,0,ARISTIDE BRIAND,10,2,3,,75,70.45
145,2020-05-13,185000.00,99,,0,DE L AMITIE,17,2,4,,77,78.54
146,2020-05-05,162000.00,16,,0,DES HAUTAINS,6,2,2,,58,52.58
147,2020-04-17,76000.00,5245,,8,LES MARS,41,2,2,,22,30.98
148,2020-04-29,367000.00,17,,1,DES ALPES,13,2,5,,106,95.66
149,2020-05-19,324050.00,35,,0,DES PRELES,42,2,4,,87,87.23
150,2020-05-20,170000.00,78,,1,DU GEN SARRAIL,10,2,5,,92,92.47
151,2020-05-15,79370.00,22,,0,DE L AVENIR,4,2,5,,89,89.2
152,2020-05-15,69800.00,7,,0,TURENNE,4,2,1,,40,28.8
153,2020-05-18,54120.00,86,,0,GUSTAVE EIFFEL,26,2,2,,46,46.68
154,2020-05-19,116500.00,16,,1,DU JURA,13,2,0,,2,2.36
155,2020-05-12,136000.00,6,,0,GEORGES MARIN,4,2,3,,68,68.92
156,2020-05-12,234810.00,346,,0,DE PRE BAILLY,9,2,3,,68,68.45
157,2020-05-15,410000.00,195,,10,DU SAUGY,18,1,4,,103,102.52
158,2020-05-14,205000.00,6066,,0,DES BATTOIRS,25,2,2,,59,59.67
159,2020-05-06,294000.00,348,,0,DE PRE BAILLY,9,2,4,,77,77.86
160,2020-05-11,620000.00,72,,5,DES COLLINES,42,1,4,,106,105.12
161,2020-05-12,230000.00,86,,0,DE MEYRIN,13,2,3,,63,63.27
162,2020-05-15,469820.00,181,,0,PARC JEAN MONNET,6,2,4,,133,133.24
163,2020-05-29,371550.00,28,,5,DU PEUDEX,2,2,3,,63,67.33
164,2020-05-12,315000.00,62,,5,DU PONT DE GREMAZ,25,2,3,,65,68.69
165,2020-05-20,82500.00,1,,2,ALBERT CAMUS,4,2,2,,59,58.3
166,2020-05-12,439785.00,10,,0,DES HAUTAINS,6,2,5,,112,111.06
167,2020-05-18,65000.00,13,,12,DES FOURS,17,2,5,,117,117.63
168,2020-05-15,469000.00,4,,5,DU MARAIS,20,2,4,,82,85.12
169,2020-05-18,161000.00,67,,3,DE GENEVE,11,2,2,,42,42.01
170,2020-05-19,513350.00,644,,0,D ARBERE,2,1,5,,96,96.46
171,2020-06-02,83000.00,67,,3,DE CHAVORNOD,17,2,3,,58,57.5
172,2020-06-02,471810.00,96,,0,DU JURA,2,2,4,,90,90.4
173,2020-06-11,220470.00,282,,5,DES LONGES RAYES,11,2,2,,42,42.59
174,2020-06-04,243000.00,152,,6,GRANDE RUE,2,2,1,,35,50.11
175,2020-06-04,100000.00,170,,0,DES TERREAUX,9,2,2,,33,32.6
176,2020-05-29,193700.00,399,,0,DU COTEILLON,15,1,4,,88,103.62
177,2020-06-04,100000.00,780,,0,DE LA REPUBLIQUE,43,2,2,,60,135.89
178,2020-06-17,595600.00,53,,2,DES PRUNUS,6,2,5,,166,166.98
179,2020-06-26,225000.00,71,,5,DE LA PRALAY,44,2,2,,65,58.13
180,2020-01-14,106000.00,46,,1,DES NATIONS,45,2,2,,39,38.67
181,2020-01-10,203400.00,13,,0,DE LAYE,46,1,5,,110,120.5
182,2020-01-07,212150.00,151,,3,DE BELLEVILLE,47,2,3,,90,86.8
183,2020-01-03,102000.00,9,,0,NEUVE,48,2,1,,47,41.82
184,2020-01-16,150200.00,768,,0,EDOUARD HERRIOT,49,2,2,,56,56.63
185,2020-01-13,129400.00,172,,0,HECTOR BERLIOZ,50,2,3,,77,79.06
186,2020-04-06,130000.00,2,,0,DE LYON,46,2,3,,65,65.82
187,2020-05-15,84800.00,1172,,3,DE GENEVE,51,2,3,,44,38.43
188,2020-05-20,282600.00,62,,5,DU BONATIER,52,2,4,,85,85.95
189,2020-05-22,145100.00,40,,14,DES CANNES,53,2,2,,48,48.42
190,2020-01-16,87000.00,12,,0,LUCIEN QUITTELIER,54,1,4,,82,80.87
191,2020-01-03,142000.00,27,,0,FERNAND THUILLART,55,2,6,,156,165.11
192,2020-01-15,66000.00,1,,0,CONDORCET,55,2,4,,72,71.5
193,2020-01-22,71500.00,15,,0,DU REMPART SAINT REMY,55,2,3,,82,82.54
194,2020-01-10,68100.00,11,,0,BONNOT,55,2,2,,41,39.97
195,2020-01-24,58900.00,2,,0,MAZIN,56,2,4,,158,146.68
196,2020-02-17,37900.00,13,,0,PAUL DOUMER,55,2,2,,40,31.6
197,2020-02-14,70000.00,20,G,0,DES OEUVRES DE CHINE,54,1,4,213,80,92
198,2020-02-21,112900.00,13,,0,VINCHON,55,2,3,,65,73.5
199,2020-02-21,39500.00,15,,0,DU CHANGE,55,2,1,,30,23.82
200,2020-02-24,39900.00,13,,0,PAUL DOUMER,55,2,2,,40,37.3
201,2020-02-19,78100.00,13,,0,PAUL DOUMER,55,2,2,,53,49.1
202,2020-02-06,37015.00,27,,0,CARLIER HENNECART,55,2,1,,31,30.94
203,2020-03-12,93000.00,9001,,0,JEAN DE LA FONTAINE,55,1,3,,67,65.66
204,2020-04-09,35000.00,27,,0,JEAN RACINE,55,2,1,,27,27.19
205,2020-04-06,42500.00,10,,12,DU MARCHE,55,2,2,,53,46.92
206,2020-04-09,88000.00,32,,0,DE LA LINOTTE,55,1,4,,82,78.3
207,2020-05-06,80900.00,1,,0,CONDORCET,55,2,5,,90,88.5
208,2020-05-04,34000.00,1,,11,DES NEUFLIERS,55,2,1,,27,24.05
209,2020-05-18,84000.00,30,,0,DE L EGLISE,57,1,4,,92,92.54
210,2020-05-11,90000.00,1,,12,BOUZIER,54,2,3,,62,60.05
211,2020-05-26,81500.00,1,,0,CONDORCET,55,2,5,,90,89
212,2020-05-26,27000.00,30,,0,SERURIER,55,2,1,,27,23.86
213,2020-05-26,20000.00,16,,0,DE MONTEVIDEO,58,2,3,,64,25
214,2020-05-29,137000.00,108,,15,GAMBETTA,59,2,5,,155,148.41
215,2020-05-30,44500.00,32,,0,DE LA LINOTTE,55,2,2,,48,47.44
216,2020-06-05,75000.00,32,,0,DE LA LINOTTE,55,1,4,,90,80.14
217,2020-05-22,44000.00,32,,0,DE LA LINOTTE,55,2,3,,53,53.42
218,2020-06-25,32500.00,9003,,0,ROBERT GODARD,60,2,3,,67,66.36
219,2020-06-23,35500.00,4,,0,DE LA CONGREGATION,55,2,1,,29,28.13
220,2020-06-24,365000.00,21,,0,AMPERE,55,1,4,,119,88.14
221,2020-06-24,55000.00,3,,1,CARNOT,55,2,3,,76,77.91
222,2020-06-30,29500.00,30,,0,SERURIER,55,2,1,,27,26.4
223,2020-01-15,370000.00,2,,0,DE LA SELLERIE,61,2,4,,122,119.4
224,2020-02-07,41000.00,1,,0,D ISLE,61,2,1,,32,33.49
225,2020-03-06,107000.00,23,,0,DU GOUVERNEMENT,61,2,4,,127,96.4
226,2020-06-19,68700.00,15,,0,VARLET,61,2,2,,52,53.22
227,2020-01-10,290000.00,2,,12,FERNAND MARQUIGNY,62,2,5,,143,142.98
228,2020-02-04,57000.00,36,,0,DU MOULIN BOTTE,63,2,2,,43,50.16
229,2020-01-31,274000.00,12,,0,DES PAVEURS,62,2,4,,127,108.49
230,2020-02-06,39000.00,2,,15,JEANNE D ARC,62,2,1,,29,29.16
231,2020-02-18,102345.00,2,B,0,JEAN DELAPLACE,62,1,4,,81,79.27
232,2020-02-07,63500.00,1,,0,DE LA SURCHETTE,62,2,4,,67,64.21
233,2020-02-04,181000.00,18,,0,QUINQUET,62,2,5,,122,121.9
234,2020-02-13,125000.00,1,,0,DU PONT DE LA TOURNELLE,64,1,4,,145,145.28
235,2020-02-13,59000.00,7,,0,DE FONTENOY,64,2,3,,49,49.99
236,2020-02-17,63000.00,,,8,LA FOSSE SALMON,65,2,2,,58,58.67
237,2020-02-05,90000.00,19,,0,SAINT DENIS,66,1,3,,50,55.74
238,2020-01-31,110000.00,3,,0,ROGER SALENGRO,65,2,5,,77,77.56
239,2020-02-12,81000.00,18,,0,DU CHAMP BOUILLANT,62,2,2,,48,49.33
240,2020-02-19,67000.00,3,,0,DE LA RESISTANCE,62,2,3,,36,47.02
241,2020-02-18,30000.00,14,,0,PORTE CROUY,62,2,2,,75,37.18
242,2020-02-03,79180.00,2,,16,DE LA QUINCY,67,1,6,,109,106
243,2020-03-03,55000.00,8,,17,PETITE RUE SAINT VINCENT,68,1,3,,64,39.62
244,2020-02-14,97000.00,2,,0,DE BAPAUME,65,2,4,,81,81.62
245,2020-03-10,44000.00,10,,12,DE LAON,62,2,1,,44,41.42
246,2020-03-10,82500.00,1,B,0,DES GRAVIERS,62,2,3,,83,62.15
247,2020-03-02,230000.00,15,B,0,DU CHAMP BOUILLANT,62,2,4,,59,59.81
248,2020-02-27,13000.00,20,,0,NOTRE DAME,62,2,1,,26,20.45
249,2020-04-20,103090.00,17,,0,ALEXANDRE DUMAS,65,2,3,,86,89.56
250,2020-04-23,95000.00,5,A,0,FERNAND BAZIN,69,1,6,,110,570
251,2020-05-15,36000.00,5,,12,DU DOCTEUR MOUFLIER,65,2,1,,21,21.4
252,2020-03-10,100789.00,2,B,15,EDOUARD BRANLY,62,2,2,,57,49.46
253,2020-03-02,76280.00,2,B,15,EDOUARD BRANLY,62,2,2,,44,45.12
254,2020-05-06,65000.00,4,,12,DE LAON,62,2,3,,72,68.95
255,2020-05-29,151000.00,16,,0,D OULCHY LE CHATEAU,70,2,3,,76,76.95
256,2020-05-14,134000.00,12,,1,THIERS,62,2,2,,72,72.93
257,2020-05-25,56500.00,4,,0,JEAN MOULIN,62,2,3,,64,65.9
258,2020-06-05,47500.00,3,B,0,PORTE CROUY,62,2,2,,32,31.84
259,2020-06-04,44000.00,5,,12,DU DOCTEUR MOUFLIER,65,2,1,,23,20.69
260,2020-05-16,41500.00,30,,1,DU GENERAL DE GAULLE,62,2,1,,33,29.36
261,2020-05-27,95000.00,9,,0,VICTOR HUGO,65,2,3,,54,67.85
262,2020-05-28,87000.00,41,,0,DU GRAND MONTOIR,65,2,3,,42,51.07
263,2020-06-10,53000.00,7,,0,DE PANLEU,62,2,1,,30,29.21
264,2020-06-30,36000.00,30,,1,DU GENERAL DE GAULLE,62,2,1,,25,23.7
265,2020-06-05,70000.00,10,,12,DE LAON,62,2,3,,75,73.94
266,2020-06-18,169000.00,5,D,0,FERNAND BAZIN,69,1,6,,110,93.89
267,2020-06-09,148586.00,2,B,15,EDOUARD BRANLY,62,2,3,,67,68.37
268,2020-06-10,140000.00,2,B,15,EDOUARD BRANLY,62,2,3,,73,73.65
269,2020-06-25,45375.00,22,,15,JEANNE D ARC,62,2,1,,32,31.62
270,2020-01-24,55000.00,12,,1,DE LA MARE AUX CANES,71,2,3,,60,60.2
271,2020-02-07,290000.00,3,,12,DE L HOTEL DE VILLE,71,2,3,,54,48.5
272,2020-03-11,110500.00,50,,6,GRANDE RUE,71,2,3,,58,57.74
273,2020-06-10,67000.00,1,,18,RENOIR,71,2,4,,75,78.24
274,2020-06-08,43000.00,2,,0,PAUL CLAUDEL,72,2,3,,64,64.24
275,2020-01-21,111324.00,22,,0,DE LA FRATERNITE,73,2,2,,33,34.46
276,2020-01-03,164000.00,2,,0,DENAIN,73,2,3,,77,124.01
277,2020-01-07,131990.00,22,,0,DE LA FRATERNITE,73,2,1,,38,34.9
278,2020-01-15,74169.00,22,,0,DE LA FRATERNITE,73,2,1,,22,22.19
279,2020-01-16,106000.00,14,,0,CHARLES PEGUY,73,2,4,,84,83.87
280,2020-03-16,135000.00,4,,18,PARC MONTFAULT,74,1,5,,112,107.77
281,2020-02-28,59500.00,11,,0,DU VERT GALANT,73,2,4,,60,61.4
282,2020-03-17,108254.00,16,,10,DU PRE DE MOLLES,74,1,5,,85,128.8
283,2020-05-06,45500.00,84,,3,DE LYON,74,2,3,,59,58.46
284,2020-05-19,55000.00,3,,0,JACQUES VINCENT,74,2,2,,40,40.06
285,2020-06-18,41000.00,24,,0,GASPARD ROUX,73,2,4,,79,78.3
286,2020-05-16,172200.00,1,B,1,DU DRAPEAU,75,2,5,,105,106
287,2020-05-25,100000.00,71,,0,JEAN JAURES,76,2,3,,80,74.54
288,2020-05-15,96000.00,2,,0,MONTIGNAC,76,2,3,,79,81.72
289,2020-05-25,153500.00,2,,0,DU 11 NOVEMBRE,76,2,4,,67,67.64
290,2020-05-20,35722.61,10,,0,DUCHON,76,2,2,,47,42.98
291,2020-06-09,26500.00,4,,0,HUBERT COLOMBIER,76,2,2,,45,40.57
292,2020-01-04,84000.00,9003,,12,DE L HORLOGE,77,2,4,,119,105.71
293,2020-01-03,71000.00,7102,,12,DE L ENGIEN,78,2,4,,133,106.43
294,2020-01-10,38550.00,7003,,18,LES MELEZES,79,2,1,,31,29.74
295,2020-01-21,118500.00,9500,,19,DU CAMPING,80,2,3,,66,65.4
296,2020-01-06,196000.00,1,,0,DES MONGES,81,2,4,,120,144.6
297,2020-01-11,48000.00,7066,,8,STATION DE SAINT JEAN,82,2,1,,24,24.74
298,2020-01-03,43000.00,9002,,12,DU DOCTEUR ROBERT,77,2,1,,33,32.89
299,2020-01-21,29800.00,7192,,8,LA CHAPELLE,83,2,1,,20,20.92
300,2020-01-20,175000.00,,,12,DES AIRES,84,2,4,,120,93.76
301,2020-01-22,34000.00,7078,,3,DE MAZAGRAND,85,2,1,,20,20.73
302,2020-01-17,40000.00,7037,,8,LE VILLAGE,86,2,2,,27,26.6
303,2020-01-15,42000.00,6,,0,GRANDE,87,2,3,,50,40
304,2020-01-21,39735.00,7034,,8,ADRECH DE CHAUVET,83,2,1,,26,27.46
305,2020-01-29,105000.00,25,,1,FRANCOIS CUZIN,81,2,2,,51,51.42
306,2020-01-14,128690.00,20,,0,DU VALLON DE FARINE,81,1,3,,71,71.39
307,2020-01-23,113330.00,7002,,8,STATION DE SAINT JEAN,82,2,2,,49,41.16
308,2020-01-16,300000.00,7042,,8,LE VILLAGE,88,2,2,,32,65.5
309,2020-01-20,77000.00,7398,,8,PONT DE LABRAU OUEST,83,2,2,,35,34.95
310,2020-01-29,75000.00,24,,7,LOTISSEMENT DU BERARD,89,2,3,,52,60.66
311,2020-01-03,33880.00,7052,,18,LES CHENEVRIERS,79,2,1,,25,24.32
312,2020-01-20,42800.00,12,,5,DES ALPAGES,90,2,1,,23,23.02
313,2020-02-07,64000.00,25,,0,PRINCIPALE,85,2,2,,63,59.73
314,2020-01-31,105375.00,7300,,5,DES BEAUMES,91,2,2,,33,33.05
315,2020-01-30,40000.00,39,,15,VICTOR HUGO,81,2,1,,23,23.25
316,2020-02-04,61000.00,9482,,18,LE VALLON DES SOURCES,81,2,2,,30,30.47
317,2020-02-10,44585.00,32,,15,VICTOR HUGO,81,2,1,,29,28.33
318,2020-01-24,67830.00,5081,,8,LE SUPERSAUZE,79,2,1,,44,35.97
319,2020-01-23,71000.00,26,,8,LE PONT,92,1,2,,32,20.85
320,2020-02-07,43000.00,7178,,8,PONT DE LABRAU,83,2,1,,21,20.55
321,2020-02-05,75000.00,2,B,10,DE CARUPE,93,2,5,,147,142.9
322,2020-01-31,113000.00,7153,,8,LES HAUTES PLAINES,91,2,1,,18,18.44
323,2020-02-13,52800.00,5112,,18,LES MARGUERITES,79,2,1,,30,26.76
324,2020-02-14,57000.00,4,,12,DE LA MAIRIE,81,2,2,,51,53.1
325,2020-02-14,37000.00,5230,,8,LE SUPERSAUZE,79,2,2,,23,35.2
326,2020-01-27,51000.00,7153,,8,LES HAUTES PLAINES,91,2,1,,18,18.84
327,2020-02-04,115000.00,6,,8,ANCIENNE RTE D FORCALQUIER,94,2,3,,80,80.26
328,2020-01-31,160500.00,7096,,8,BEAUDINE,95,2,4,,74,76.81
