id_bien,date_vente,valeur_bien,numero_voie,b_t_q,FK_id_type_voie,nom_voie,FK_id_commune,FK_id_type_bien,nbr_pieces,surface_terrain,surface_reelle,surface_carrez
16457,2020-05-22,134500.00,1,,0,DES GOBELINS,2229,2,2,,32,33.42
16458,2020-05-28,299600.00,251,,0,FELIX FAURE,2228,2,4,,112,115.1
16459,2020-05-15,124000.00,119,,0,HENRI BARBUSSE,2228,2,4,,83,78.99
16460,2020-05-29,134000.00,106,,0,D ESTIMAUVILLE,2229,2,2,,47,56.92
16461,2020-05-12,183500.00,37,,0,JULES LECESNE,2229,2,3,,80,80.4
16462,2020-05-27,96000.00,11,,0,MAL GALLIENI,2229,2,2,,60,45.25
16463,2020-05-18,200000.00,9,,1,ROUGET DE LISLE,2227,2,2,,53,84.6
16464,2020-05-19,160000.00,1,,0,CLEMENT MARICAL,2229,2,3,,55,86.01
16465,2020-05-25,67500.00,6,,0,DE VERDUN,2229,2,3,,59,61.01
16466,2020-05-19,93500.00,4,,0,AMIRAL COURBET,2229,2,2,,45,42.41
16467,2020-05-29,253500.00,80,,1,FOCH,2229,2,3,,76,75.39
16468,2020-05-26,75500.00,95,B,0,ANATOLE FRANCE,2229,2,3,,48,44.53
16469,2020-05-29,288000.00,80,,1,FOCH,2229,2,3,,97,91.13
16470,2020-06-04,47000.00,20,,0,JEAN JACQUES ROUSSEAU,2229,2,1,,21,21.2
16471,2020-05-25,118000.00,39,,0,FLORE,2229,2,2,,54,53.86
16472,2020-05-27,72500.00,6,,2,MARTIN LUTHER KING,2228,2,2,,37,37.13
16473,2020-05-28,120000.00,12,,0,DU MANOIR,2230,2,3,,69,69.39
16474,2020-06-03,56500.00,94,,1,DU 8 MAI 1945,2227,2,3,,68,67.81
16475,2020-05-29,52000.00,60,,0,GEN SARRAIL,2229,2,1,,21,21.96
16476,2020-06-09,147250.00,21,,0,LABEDOYERE,2229,2,4,,82,80.45
16477,2020-06-03,171000.00,127,,0,AUDRAN,2229,2,4,,64,75.37
16478,2020-05-22,44500.00,8,,0,CDT CHEF D HOTEL,2229,2,1,,20,20.78
16479,2020-05-28,192000.00,20,,0,DAUPHINE,2229,2,4,,86,88.08
16480,2020-05-27,449000.00,10,,0,BELLE VUE,2228,2,7,,148,147.4
16481,2020-05-29,114000.00,57,,0,DE PRESSENSE,2229,2,3,,57,56.76
16482,2020-05-29,199000.00,12,,0,AUGUSTE DOLLFUS,2229,2,3,,71,72.69
16483,2020-06-09,143000.00,4,,10,LE CAM,2229,2,1,,21,24.4
16484,2020-06-05,53200.00,72,,0,FRANKLIN,2229,2,1,,24,25.36
16485,2020-06-05,246100.00,90,,0,DICQUEMARE,2229,2,4,,95,81.87
16486,2020-06-17,81750.00,102,,0,JACQUES BREL,2228,2,5,,92,93.72
16487,2020-06-16,78800.00,421,,0,DE VERDUN,2229,2,4,,67,66.2
16488,2020-05-26,40000.00,48,,0,JULES LECESNE,2229,2,1,,18,17.6
16489,2020-06-10,161200.00,1,,25,D INGOUVILLE,2228,2,3,,64,64.61
16490,2020-06-19,126000.00,88,,0,ALBERT COPIEUX,2228,2,4,,87,83.07
16491,2020-06-18,64000.00,4,,0,MICHEL DUBOSC,2229,2,1,,22,22.36
16492,2020-06-18,68000.00,4,,0,MICHEL DUBOSC,2229,2,1,,19,20.08
16493,2020-06-17,48000.00,6,,0,AMIRAL COURBET,2229,2,2,,34,32.92
16494,2020-06-18,99000.00,7,,0,D ESTIMAUVILLE,2229,2,4,,80,67.81
16495,2020-06-16,100000.00,9,,0,JACQUES LOUER,2229,2,1,,52,51.57
16496,2020-06-22,159500.00,9,,0,COCHET,2229,2,2,,67,68.02
16497,2020-06-18,60000.00,9,,10,CLEMENT ADER,2229,2,2,,45,41.7
16498,2020-06-17,260000.00,94,,0,JULES SIEGFRIED,2229,2,5,,118,115.3
16499,2020-05-29,83000.00,74,,0,FRANCOIS MAZELINE,2229,2,3,,67,5.25
16500,2020-06-18,315000.00,45,,0,LORD KITCHENER,2229,2,3,,105,105.91
16501,2020-06-19,35000.00,81,,0,HELENE,2229,2,1,,21,20.95
16502,2020-06-29,94000.00,16,,0,HAUDRY,2229,2,1,,21,21.45
16503,2020-06-16,63000.00,23,,0,BOIELDIEU,2229,2,2,,46,46
16504,2020-06-23,55000.00,37,,0,DEMIDOFF,2229,2,1,,26,26.06
16505,2020-06-18,44000.00,4,,0,MICHEL DUBOSC,2229,2,2,,24,24.42
16506,2020-06-19,72000.00,41,,0,DES OEILLETS,2227,2,2,,50,49.9
16507,2020-06-22,131500.00,162,,0,AUGUSTIN NORMAND,2229,2,3,,46,46.2
16508,2020-06-30,74000.00,13,,0,HELENE BOUCHER,2229,2,2,,46,45.6
16509,2020-01-09,94000.00,8,,0,DE LA REPUBLIQUE,2231,2,2,,54,53.66
16510,2020-01-03,116000.00,3,,0,HENRY LEMONNIER,2232,2,1,,30,45.84
16511,2020-01-24,80000.00,5001,,5,DE TOUS VENTS,2233,2,3,,60,58.04
16512,2020-01-31,92000.00,7,T,0,SYLVESTRE DUMESNIL,2234,2,2,,56,58.4
16513,2020-01-30,92000.00,4,,0,ARVID HARNACK,2231,2,3,,59,58.8
16514,2020-01-17,137000.00,5134,,37,COTE DE LA CAVEE,2235,1,2,,37,59.36
16515,2020-02-07,102000.00,61,,1,PRESIDENT WILSON,2232,2,2,,43,43.13
16516,2020-01-31,75600.00,1,,61,DES DOUANIERS,2236,2,2,,53,49.06
16517,2020-01-31,140500.00,22,,12,FRANCOIS MITTERRAND,2232,1,4,,113,131.8
16518,2020-02-13,55000.00,58,,0,SYLVESTRE DUMESNIL,2234,1,3,,43,61.31
16519,2020-01-27,95000.00,1,,0,HENRI COMMARE,2237,1,4,,59,95
16520,2020-02-12,189000.00,40,,5,DU NID DE VERDIER,2236,2,3,,91,90.87
16521,2020-02-08,196000.00,7,,3,DE CANY,2236,2,4,,143,149.15
16522,2020-02-11,150600.00,15,,0,SYLVESTRE DUMESNIL,2234,2,3,,89,89.28
16523,2020-02-17,83000.00,62,,0,SYLVESTRE DUMESNIL,2234,1,2,,45,64.02
16524,2020-02-20,94000.00,22,,0,OSCAR GERMAIN,2232,2,3,,42,47.7
16525,2020-02-27,155000.00,18,,51,MAUPASSANT,2236,2,3,,65,64.18
16526,2020-02-28,97000.00,6,,0,DE LA REPUBLIQUE,2231,2,2,,59,54.3
16527,2020-02-21,122300.00,4,,0,BAT DE L ORGE,2231,2,4,,80,79.96
16528,2020-03-05,39000.00,23,,0,DES FRERES MARCOTTE,2236,2,1,,28,28.2
16529,2020-02-28,102850.00,1,,0,DU MAL JUIN,2238,1,4,348,87,85.76
16530,2020-03-13,125000.00,7,,3,DE CANY,2236,2,3,,93,98.8
16531,2020-03-04,55000.00,4,,15,PDT RENE COTY,2239,2,3,,52,45.91
16532,2020-03-11,95000.00,9006,,8,IMM CERVIN,2240,2,4,,85,83.01
16533,2020-03-11,170000.00,11,,0,DOCTEUR BONNET,2232,2,3,,68,60.01
16534,2020-03-13,180000.00,4,,15,PDT RENE COTY,2239,2,3,,85,76.06
16535,2020-03-13,127000.00,41,B,0,VICTOR LESUEUR,2232,2,3,,63,62.79
16536,2020-03-17,183000.00,7,,0,DE BEAUCHENE,2233,2,3,,89,89.75
16537,2020-04-02,85000.00,7,,8,IMM ELSENEUR,2236,2,2,,54,54.09
16538,2020-04-22,160000.00,14,,0,ADOLPHE BOISSAYE,2239,2,1,,54,53.59
16539,2020-05-06,86000.00,3,,0,DES RENELLES,2236,2,2,,47,47.5
16540,2020-05-05,58000.00,225,,0,ANITA CONTI,2236,2,3,,62,62.06
16541,2020-05-05,135000.00,19,,0,LOUIS PASTEUR,2236,2,4,,86,86
16542,2020-04-24,125490.00,42,,5,DU NID DE VERDIER,2236,2,2,,56,56.08
16543,2020-05-14,127000.00,1,,51,ELISEE LECAT,2234,2,4,,66,69.67
16544,2020-05-13,151000.00,9006,,43,CAMUS,2241,1,3,,65,98.84
16545,2020-04-30,180000.00,2,,1,GAMBETTA,2236,2,2,,39,37.31
16546,2020-05-13,88000.00,3,,0,BAILLY,2236,2,2,,56,59.1
16547,2020-05-18,73000.00,2,,0,ARVID HARNACK,2231,2,3,,59,58.8
16548,2020-05-15,58000.00,49,B,0,NOTRE DAME,2239,2,1,,23,23.92
16549,2020-05-18,281690.00,46,,0,DE L EURE,2231,2,5,,136,192.49
16550,2020-05-27,72000.00,7,,0,HAAKON,2236,2,3,,63,61.61
16551,2020-05-26,106900.00,13,,12,DES LOMBARDS,2234,2,3,,66,69.85
16552,2020-05-29,50000.00,173,,0,ANITA CONTI,2236,2,3,,54,56.21
16553,2020-05-29,43200.00,7,,0,DU MOULIN ENRAGE,2238,2,1,,30,30.74
16554,2020-05-29,105000.00,195,,0,ROBERT SURCOUF,2236,2,4,,78,75.36
16555,2020-05-15,147000.00,1,,12,CHARLES DE GAULLE,2236,1,4,,78,130.7
16556,2020-05-29,118000.00,42,,0,LEON DEGENETAIS,2236,2,5,,75,76.69
16557,2020-05-29,65980.00,5001,,8,MANIQUERVILLE,2242,2,2,,46,48.21
16558,2020-05-25,44000.00,227,,0,ANITA CONTI,2236,2,2,,47,46.93
16559,2020-06-05,72500.00,9,,0,BAT DE L ORGE,2231,2,3,,51,52.49
16560,2020-06-11,42500.00,37,,24,DE LA VICOMTE,2236,2,1,,19,19.22
16561,2020-05-22,53000.00,2,,0,PIERRE DE COUBERTIN,2243,2,4,,68,70.23
16562,2020-06-03,70000.00,2,,0,DES MEUNIERS,2232,2,2,,30,29.19
16563,2020-06-22,130600.00,7,,0,RENEE DE LA BOUTRESSE,2234,2,4,,87,87.91
16564,2020-06-04,186000.00,120,,1,DES COTES BLANCHES,2241,1,4,,81,106.62
16565,2020-06-23,54200.00,253,,0,ANITA CONTI,2236,2,3,,54,54
16566,2020-06-13,100000.00,15,,0,OSCAR GRINDEL,2236,1,0,,23,10.14
16567,2020-06-15,67000.00,10,,0,CESARINE,2238,1,3,,52,52.11
16568,2020-06-25,29000.00,5483,,3,DE GONFREVILLE CAILLOT,2244,1,1,600,10,11.6
16569,2020-06-24,55000.00,5001,,5,DE TOUS VENTS,2233,2,2,,44,5
16570,2020-06-30,130000.00,24,,0,JACQUES HUET,2236,1,3,,81,115.14
16571,2020-02-21,115000.00,8,,0,JEAN METADIER,2245,2,2,,54,54
16572,2020-02-27,72000.00,1,B,0,JOSEPH FINANCE,2246,2,2,,43,43.08
16573,2020-05-11,85000.00,4,,15,DE VERDUN,2246,1,4,,95,86.9
16574,2020-05-28,125000.00,34,T,1,DU GENERAL LECLERC,2246,2,2,,51,50.98
16575,2020-01-13,91800.00,9001,,7,BOIELDIEU,2247,2,3,,70,66.12
16576,2020-01-21,133650.00,15,,1,FOCH,2248,2,2,,40,57.56
16577,2020-01-02,35000.00,4,,0,FRANCOIS LAPERT,2248,2,1,,25,23.98
16578,2020-01-22,72000.00,45,,0,DE L ETANG,2249,2,2,,48,49.18
16579,2020-01-24,58000.00,880,,0,DU CHATEAU,2250,2,2,,30,28.56
16580,2020-01-31,64000.00,4,,0,DU MARCHE,2251,1,3,,58,53.57
16581,2020-01-24,91000.00,21,B,0,JOSEPH CODDEVILLE,2249,2,3,,69,37.37
16582,2020-01-29,134000.00,2,,0,DES BELLES FEMMES,2247,2,3,,95,96.21
16583,2020-03-03,244900.00,9,,0,DU COUVENT,2249,2,3,,87,85.78
16584,2020-03-11,85000.00,18,,0,GUY DE MAUPASSANT,2249,2,2,,42,46
16585,2020-03-31,65000.00,2,,0,DES CHOUQUETTES,2249,2,2,,47,47.65
16586,2020-04-17,83000.00,9001,,7,BOIELDIEU,2247,2,3,,66,87.88
16587,2020-04-21,60000.00,16,,1,MAL LECLERC,2249,2,2,,48,48.3
16588,2020-04-30,63000.00,16,,1,MAL LECLERC,2249,2,2,,47,48
16589,2020-04-30,80000.00,27,,0,DES CHAMPS,2249,2,2,,51,50.76
16590,2020-05-28,136000.00,231,,1,DES CANADIENS,2252,2,3,,72,72.32
16591,2020-05-27,86000.00,47,,18,DU PARC,2249,2,2,,52,51.31
16592,2020-04-06,92000.00,1,,8,COUR DES TERRE NEUVAS,2248,2,2,,37,36.22
16593,2020-05-25,55000.00,9001,,7,GUY DE MAUPASSANT,2247,2,2,,42,53
16594,2020-06-10,115500.00,16,,0,DE L ETANG,2249,2,2,,39,39.65
16595,2020-06-13,210000.00,14,,8,RESIDENCE LA CHATAIGNERAIE,2249,2,4,,99,87.5
16596,2020-06-11,87500.00,9012,,0,DU HUIT MAI,2247,2,1,,38,38.65
16597,2020-06-02,186000.00,2,T,0,SAINT FRANCOIS,2249,1,4,,75,78.43
16598,2020-06-05,145000.00,16,,0,DE L ETANG,2249,2,3,,60,59.89
16599,2020-06-16,112000.00,4,,8,COUR DE LA PLAGE,2248,2,4,,70,91.13
16600,2020-06-22,130000.00,117,,10,DES AIRELLES,2253,1,5,,120,115.52
16601,2020-01-06,257000.00,17,,0,DE LA MARNE,2254,1,5,,107,118.56
16602,2020-01-14,157000.00,93,,1,DU GENERAL DE GAULLE,2255,2,2,,48,47.72
16603,2020-01-03,93800.00,17,,0,LOUVIOT,2256,2,2,,33,33.49
16604,2020-01-03,135450.00,15,,0,DE VAUX,2256,2,2,,45,44.94
16605,2020-01-15,255000.00,8,,56,DES PEUPLIERS,2257,1,4,,74,73.19
16606,2020-01-06,175000.00,4,,8,RES LA FONTAINE SAINT MARC,2258,2,3,,67,66.42
16607,2020-01-13,57000.00,120,,2,DE PLEIN CIEL,2259,2,1,,35,34.9
16608,2020-01-06,113000.00,120,,2,DE PLEIN CIEL,2259,2,5,,100,100.8
16609,2020-01-07,231000.00,8,,0,PARC DE L'EPINETTE,2260,2,4,,71,71.59
16610,2020-01-13,217000.00,14,,0,RAOUL COUTANT,2261,2,3,,60,83.9
16611,2020-01-16,185000.00,11,,1,DE LA REPUBLIQUE,2262,2,3,,58,58.57
16612,2020-01-17,133920.00,22,,15,VICTOR SCHOELCHER,2263,2,2,,52,52.13
16613,2020-01-16,232800.00,821,,0,ALFRED DARROUX,2264,2,5,,105,105.09
16614,2020-01-08,470000.00,12,,0,JULES LEFEVRE,2257,2,3,,70,70.09
16615,2020-01-16,120000.00,175,,1,DE LA GARE,2264,2,2,,38,34.79
16616,2020-01-10,305000.00,47,,0,COROT,2265,1,4,,84,97.68
16617,2020-01-10,173100.00,3,,0,DE LA REPUBLIQUE,2254,2,2,,45,47.83
16618,2020-01-20,177000.00,11,,0,DE FLEURY,2266,2,2,,56,51.55
16619,2020-01-13,91000.00,2,B,0,LOUVIOT,2256,2,1,,34,26.15
16620,2020-01-15,164000.00,19,,1,GUSTAVE PEREIRE,2255,2,1,,32,31.8
16621,2020-01-20,129000.00,3,B,0,DE LA FILEUSE,2264,2,2,,47,47.29
16622,2020-01-15,115500.00,37,,0,PLUME VERT,2255,2,1,,30,29.33
16623,2020-01-16,119000.00,9,,1,DU GENERAL LECLERC,2255,2,1,,36,36.28
16624,2020-01-16,180000.00,6,,0,THIERS,2267,2,2,,55,55.57
16625,2020-01-22,165000.00,127,,25,DU PLESSIS PICARD,2268,1,3,,45,46.82
16626,2020-01-09,189500.00,13,,0,DE LA GRANDE FERME,2263,2,4,,75,75.4
16627,2020-01-08,132000.00,4,B,0,MARCELIN BERTHELOT,2269,2,2,,43,43.46
16628,2020-01-08,165000.00,41,,22,DU BOIS,2270,2,4,,78,76.99
16629,2020-01-17,256300.00,3,,10,DU VIEUX PUITS,2271,2,4,,81,81.67
16630,2020-01-20,69000.00,19,B,15,ARISTIDE BRIAND,2256,2,1,,21,21.86
16631,2020-01-17,243000.00,13,,2,ARTHUR RIMBAUD,2272,1,4,,78,91.47
16632,2020-01-15,172000.00,18,,0,DU CHATEAU D EAU,2273,2,3,,58,58.36
16633,2020-01-24,205000.00,18,,0,DE LA CROIX,2265,2,2,,60,64.77
16634,2020-01-06,45000.00,41,,15,DE L ALMONT,2256,2,1,,25,25.45
16635,2020-01-09,285000.00,37,,0,GEORGES CLEMENCEAU,2274,2,1,,32,34.87
16636,2020-01-17,147000.00,62,,0,DE TROYES,2273,2,3,,76,53.34
16637,2020-01-08,128000.00,6,,0,DU STADE,2272,2,2,,34,32.71
16638,2020-01-13,135000.00,1,,46,CARMEN AMAYA,2269,2,2,,41,40.94
16639,2020-01-20,235000.00,1,,10,DU VIEUX PUITS,2271,2,3,,60,60.42
16640,2020-01-09,75000.00,751,,18,DE L AQUITAINE,2275,2,3,,67,67.54
16641,2020-01-24,321500.00,119,,1,DE LA GARE,2264,2,1,,26,28.93
16642,2020-01-09,215000.00,111,,1,CHARLES ROUXEL,2272,2,1,,27,25.28
16643,2020-01-13,285000.00,19,,0,DU CAMPAGNOL,2276,1,6,,100,96.95
16644,2020-01-27,290000.00,9,,0,DE LA LEGALITE,2277,1,5,,100,112.94
16645,2020-01-22,151000.00,14,,0,FRANCIS L. ESHELMAN,2269,2,3,,50,50.15
16646,2020-01-24,329000.00,31,,2,DE LA COMTESSE DE NOAILLES,2278,1,8,,217,210.92
16647,2020-01-16,136500.00,19,,1,JEAN FRANCOIS MILLET,2279,2,4,,64,63.29
16648,2020-01-22,117000.00,43,,1,LOUISE MICHEL,2269,2,2,,48,48.43
16649,2020-01-27,94600.00,1,B,1,DU GENERAL LECLERC,2256,2,1,,20,23.19
16650,2020-01-22,97200.00,2,,0,DES GRANGES,2256,2,0,,15,25.12
16651,2020-01-31,74000.00,4,,1,JULES VALLES,2269,2,1,,29,29.36
16652,2020-01-29,96000.00,12,,12,DES DEPORTES,2260,2,1,,29,28.03
16653,2020-01-16,276000.00,1,,51,DE LA GRIVE,2276,1,5,,88,88.76
16654,2020-01-15,146450.00,67,,1,RENE CASSIN,2263,2,2,,42,42.72
16655,2020-01-20,188000.00,43,,22,DU BOIS,2270,2,4,,79,79.33
16656,2020-01-31,170500.00,8,,0,PALAISOT,2255,2,2,,49,46.89
16657,2020-01-24,260000.00,481,E,0,DU DOC L HERITIER,2275,1,5,,119,109.05
16658,2020-01-31,110000.00,1,,0,DU CHEMIN VERT,2280,2,1,,40,39.4
16659,2020-01-29,211000.00,6,,1,DU MARECHAL GALLIENI,2255,2,3,,52,54.53
16660,2020-01-28,457000.00,37,,0,ALFRED DE MUSSET,2272,1,7,,176,160.18
16661,2020-01-29,85000.00,2,B,0,MAURICE CREUSET,2276,2,1,,19,22.9
16662,2020-01-24,37500.00,120,,2,DE PLEIN CIEL,2259,2,1,,14,13.76
16663,2020-01-16,74000.00,15,,1,ARMAND DE LA ROCHETTE,2256,2,1,,26,26.89
16664,2020-01-25,83000.00,3,,0,BLANCHE LEFEBVRE,2269,2,1,,32,33.03
16665,2020-02-06,141000.00,6,,0,DES CHANTIERS,2255,2,2,,34,34.77
16666,2020-01-14,293500.00,28,,51,DE LA GRIVE,2276,1,5,,88,98.03
16667,2020-01-30,182000.00,38,,2,PAUL VERLAINE,2272,2,3,,59,59.44
16668,2020-02-06,310500.00,2,,2,FRANCOIS VILLON,2260,1,5,,110,99.73
16669,2020-01-31,212000.00,4,,1,HOCHE,2255,2,2,,47,47.05
16670,2020-01-17,183100.00,11,,0,DU GENERAL LECLERC,2260,2,2,,41,41.53
16671,2020-01-31,256800.00,6,,51,LOUIS CHAUVIN,2281,1,5,,91,96.44
16672,2020-02-03,153800.00,27,,0,SAINT LIESNE,2256,2,4,,78,78.8
16673,2020-01-21,135000.00,77,,1,DE LA REPUBLIQUE,2281,2,2,,44,35.58
16674,2020-01-30,355400.00,30,,0,DE MORET,2265,1,5,,95,104.33
16675,2020-02-04,104000.00,37,,1,CHARLES ROUXEL,2272,2,1,,33,32.43
16676,2020-01-29,119000.00,5,,0,DES CLOCHES,2256,2,3,,63,45.59
16677,2020-02-07,237500.00,24,,0,DU GENERAL LECLERC,2260,2,3,,59,59.78
16678,2020-02-06,65000.00,565,,1,DE MARCHE MARAIS,2259,2,2,,22,22.23
16679,2020-02-10,302100.00,20,,0,DE L ORVANNE,2265,1,5,,95,94.5
16680,2020-02-03,178000.00,29,,15,DES BIENFAITES,2260,2,3,,67,54.88
16681,2020-02-07,232600.00,119,,1,CHARLES ROUXEL,2272,2,3,,65,65.92
16682,2020-01-24,138000.00,3,B,0,DE LA FILEUSE,2264,2,2,,47,47.96
16683,2020-02-17,218200.00,2,,0,DES VIOLETTES,2281,2,3,,60,59.4
16684,2020-02-18,110000.00,37,,0,PLUME VERT,2255,2,1,,28,28.39
16685,2020-02-07,201000.00,9,,2,DES SOURCES,2281,2,3,,65,65
16686,2020-02-13,148000.00,9001,,8,RES TOURNAN ORIGNY,2257,2,3,,54,56.55
16687,2020-01-31,118000.00,14,,0,FRANCIS L. ESHELMAN,2269,2,1,,28,33.06
16688,2020-02-14,156000.00,21,,0,DES BRANDONS,2262,2,3,,50,50.16
16689,2020-02-06,79900.00,116,,2,DU SEQUOIA,2275,2,1,,27,26.02
16690,2020-02-10,123500.00,8,,0,PALAISOT,2255,2,1,,29,29.58
16691,2020-02-14,303000.00,2,,0,CHARLES PHILIPPE DE RIGAUD,2282,2,3,,90,90.87
16692,2020-02-07,4098416.20,12,,0,DU PARC DES SPORTS,2260,2,2,,45,1483.78
16693,2020-02-14,175000.00,296,,1,DU COLONEL FABIEN,2275,2,3,,64,64.81
16694,2020-02-11,236600.00,61,,0,DE L ECLUSE,2256,2,5,,92,87.18
16695,2020-02-18,145000.00,35,,1,CHARLES BALEZEAUX,2272,2,1,,32,32.63
16696,2020-02-14,379000.00,14,,1,JEAN PHILIPPE RAMEAU,2255,1,5,,116,115.61
16697,2020-02-14,234000.00,101,,15,ROMAIN ROLLAND,2267,1,4,379,74,75.3
16698,2020-02-03,176200.00,4,C,0,MARCELIN BERTHELOT,2269,2,3,,69,69.84
16699,2020-02-19,158000.00,8,,1,DU GEN LECLERC,2281,2,1,,35,40.75
16700,2020-02-14,280000.00,19,,51,DU CINI,2276,1,6,,108,116.18
16701,2020-01-20,78000.00,147,,8,LA MUSSINE,2278,1,3,268,50,111.02
16702,2020-02-18,297000.00,2,,1,JEAN BAPTISTE COROT,2281,1,5,,95,94.72
16703,2020-02-25,114480.00,9,,1,DU GENERAL DE GAULLE,2255,2,1,,38,36.2
16704,2020-02-05,111000.00,23,,0,GRANDE,2283,2,2,,43,43.94
16705,2020-02-14,157873.00,11,,1,DES TILLEULS,2262,2,5,,114,108.6
16706,2020-02-17,124000.00,60,,1,LUCIEN BRUNET,2272,2,1,,28,28.54
16707,2020-02-21,207007.77,2,,51,DES PESSARDS,2276,1,5,,88,88.2
16708,2020-02-25,198000.00,4,,8,RES LA FONTAINE SAINT MARC,2258,2,5,,89,88.94
16709,2020-02-24,193800.00,1,B,15,JEAN JAURES,2260,2,3,,65,65.62
16710,2020-02-05,114000.00,593,,0,DU BAS MOULIN,2275,2,3,,69,63.76
16711,2020-02-21,108500.00,74,,0,HONORE DAUMIER,2279,2,3,,53,53.08
16712,2020-02-19,170000.00,17,,1,DU MAL FOCH,2281,2,2,,36,32.32
16713,2020-02-19,289500.00,36,,0,DU LYS,2265,1,4,,82,97.29
16714,2020-02-26,163000.00,4,,2,ARTHUR RIMBAUD,2272,2,2,,44,46.07
16715,2020-02-21,83000.00,43,,1,DE SEINE,2279,2,2,,45,43.33
16716,2020-02-21,146000.00,6,,0,DE LA VERRERIE,2255,2,2,,48,50.06
16717,2020-02-27,118000.00,1,,0,JACQUES CARTIER,2265,2,1,,39,39
16718,2020-02-20,128000.00,46,,1,DE FONTAINEBLEAU,2264,2,2,,37,38
16719,2020-02-25,413000.00,34,,1,DU CLOS VIMONT,2265,1,5,,107,151.17
16720,2020-03-03,148000.00,142,,1,CHARLES ROUXEL,2272,2,1,,24,32.49
16721,2020-02-13,1250000.00,6,B,18,LA CHARBONNIERE,2266,1,8,,274,290
16722,2020-02-13,151000.00,672,,1,DE L'EUROPE,2284,2,2,,45,45.05
16723,2020-02-14,118000.00,24,,0,DU JEU DE PAUME,2284,2,1,,36,35.95
16724,2020-02-17,180000.00,20,B,0,DU CENTRE,2263,2,3,,63,64.23
16725,2020-02-27,438500.00,15,,0,LECONTE DE LISLE,2272,1,6,,155,153.16
16726,2020-02-25,187000.00,3,,0,DE LA BALEINE DU GROENLAND,2272,2,3,,64,60.85
16727,2020-02-25,148810.00,15,,0,PAUL DOUMER,2256,2,2,,56,66.64
16728,2020-02-06,162000.00,177,,0,DU CAPORAL POUSSINEAU,2275,2,3,,60,58.83
16729,2020-02-26,250000.00,5,,51,LOGARITHMES,2276,1,6,,128,117.04
16730,2020-02-21,195000.00,3,,51,DES ROSEAUX,2276,1,4,,87,74.36
16731,2020-02-25,235670.00,28,A,15,GAMBETTA,2256,2,4,,92,92.87
16732,2020-02-25,200000.00,2,,0,DU GRENIER A BLE,2276,2,3,,58,58.59
16733,2020-03-03,115000.00,2,,2,NICOLAS FOUQUET,2262,2,4,,76,75.66
16734,2020-02-28,258235.00,12,,0,GIUSEPPE VERDI,2257,1,4,,86,82.39
16735,2020-02-10,226000.00,2,B,0,DANTON,2255,2,3,,76,76.43
16736,2020-03-07,88000.00,10,,0,EMILE ZOLA,2285,2,1,,20,21.5
16737,2020-02-21,200000.00,1,,0,DU BOIS DU BRAY,2263,2,3,,59,60
16738,2020-03-06,84000.00,36,,0,JACQUES MADELIN,2264,2,1,,43,43
16739,2020-02-26,193300.00,90,,1,CARNOT,2286,1,5,,92,91.77
16740,2020-03-12,70000.00,2,,0,HENRI BECQUEREL,2269,2,1,,27,26.21
16741,2020-03-04,163500.00,6,T,0,DU GRAND NOYER,2260,2,2,,40,39.9
16742,2020-02-20,175000.00,5,,0,DES COURLUS,2287,2,3,,65,63.11
16743,2020-03-04,114000.00,24,,1,DU GEN LECLERC,2281,2,1,,25,24.53
16744,2020-02-27,246000.00,6,,0,DE BOUGAINVILLE,2277,2,4,,80,74.95
16745,2020-02-27,122500.00,172,,1,MAURICE DAUVERGNE,2259,2,1,,84,81.1
16746,2020-02-26,198800.00,14,,51,LAURENT DE MEDICIS,2276,1,4,,87,75.85
16747,2020-02-24,517410.00,1,,0,BERANGER,2288,2,5,,115,50.38
16748,2020-02-14,260000.00,294,,3,DE BOISSISE,2259,1,7,,113,138.96
16749,2020-03-06,299000.00,21,,0,DES CAMPANULES,2255,1,4,,68,85.94
16750,2020-02-27,215000.00,7,B,1,CHARLES MONIER,2276,2,3,,65,65
16751,2020-02-27,140000.00,13,,0,NEUVE,2263,2,2,,39,39
16752,2020-03-11,209950.00,4,,10,DES TILLEULS,2272,1,5,,94,91.46
16753,2020-02-14,170000.00,43,,1,DU GEN DE GAULLE,2257,2,2,,45,43.68
16754,2020-02-28,132000.00,44,,0,MARTIN IV,2289,2,3,,60,60.47
16755,2020-02-26,66000.00,58,B,0,DU 26 AOUT 1944,2278,2,2,,44,41.92
16756,2020-03-02,284500.00,6,,2,RACINE,2267,1,4,249,80,99.06
16757,2020-03-10,275000.00,37,,0,DE LA ROCHETTE,2256,1,5,,95,84.76
16758,2020-03-11,235000.00,5,,1,DU GENERAL DE GAULLE,2255,2,2,,47,48.06
16759,2020-02-25,103000.00,9,T,0,DE PARIS,2263,2,2,,45,37.28
16760,2020-03-09,109000.00,6,,1,DES MARRONNIERS,2290,2,3,,58,58.95
16761,2020-03-05,89900.00,195,,0,DE STRASBOURG,2259,2,3,,60,61.48
16762,2020-03-12,50000.00,36,,0,DAJOT,2256,2,1,,17,16.4
16763,2020-03-02,245000.00,12,,0,GUY BAUDOIN,2256,2,4,,90,87.37
16764,2020-03-05,87500.00,2,,5,PROMENADE MESSIEURS,2285,2,3,,60,64.03
16765,2020-03-03,97000.00,32,,0,DU MONTCEAU,2290,2,1,,54,29.44
